iter	Passed	Remaining
1661	119526	24308
1662	119596	24235
1663	119661	24162
1664	119733	24090
1665	119808	24019
1666	119875	23946
1667	119943	23873
1668	120010	23800
1669	120078	23728
1670	120149	23655
1671	120219	23583
1672	120285	23510
1673	120357	23438
1674	120423	23365
1675	120492	23293
1676	120559	23220
1677	120628	23148
1678	120704	23076
1679	120773	23004
1680	120841	22931
1681	120907	22858
1682	120976	22786
1683	121048	22714
1684	121114	22641
1685	121183	22569
1686	121250	22496
1687	121315	22423
1688	121380	22350
1689	121448	22277
1690	121513	22204
1691	121581	22131
1692	121650	22059
1693	121714	21986
1694	121785	21914
1695	121856	21842
1696	121926	21770
1697	121996	21697
1698	122060	21624
1699	122126	21551
1700	122191	21478
1701	122260	21406
1702	122326	21333
1703	122392	21260
1704	122460	21188
1705	122530	21115
1706	122597	21043
1707	122663	20970
1708	122739	20899
1709	122808	20827
1710	122875	20754
1711	122944	20682
1712	123014	20610
1713	123083	20537
1714	123151	20465
1715	123219	20392
1716	123288	20320
1717	123355	20248
1718	123419	20175
1719	123485	20102
1720	123554	20030
1721	123629	19958
1722	123700	19886
1723	123771	19814
1724	123839	19742
1725	123901	19669
1726	123971	19597
1727	124040	19524
1728	124106	19452
1729	124177	19380
1730	124244	19307
1731	124311	19235
1732	124388	19164
1733	124459	19092
1734	124524	19019
1735	124593	18947
1736	124662	18875
1737	124739	18804
1738	124810	18732
1739	124877	18659
1740	124945	18587
1741	125013	18515
1742	125083	18443
1743	125151	18370
1744	125220	18298
1745	125285	18225
1746	125356	18154
1747	125426	18082
1748	125492	18009
1749	125562	17937
1750	125628	17864
1751	125700	17793
1752	125774	17721
1753	125845	17649
1754	125912	17577
1755	125984	17505
1756	126054	17433
1757	126122	17361
1758	126193	17289
1759	126263	17217
1760	126331	17145
1761	126401	17073
1762	126465	17000
1763	126531	16928
1764	126614	16857
1765	126693	16787
1766	126765	16715
1767	126832	16643
1768	126899	16570
1769	126970	16498
1770	127037	16426
1771	127107	16354
1772	127178	16282
1773	127247	16210
1774	127314	16138
1775	127381	16066
1776	127448	15993
1777	127522	15922
1778	127590	15850
1779	127656	15777
1780	127731	15706
1781	127798	15634
1782	127866	15562
1783	127932	15489
1784	127997	15417
1785	128067	15345
1786	128136	15273
1787	128202	15200
1788	128269	15128
1789	128340	15056
1790	128407	14984
1791	128469	14911
1792	128533	14839
1793	128598	14766
1794	128667	14694
1795	128744	14623
1796	128814	14551
1797	128883	14479
1798	128950	14407
1799	129016	14335
1800	129085	14263
1801	129150	14190
1802	129214	14118
1803	129284	14046
1804	129351	13974
1805	129421	13902
1806	129489	13830
1807	129556	13758
1808	129620	13685
1809	129691	13614
1810	129766	13542
1811	129837	13471
1812	129908	13399
1813	129980	13327
1814	130052	13256
1815	130119	13183
1816	130186	13111
1817	130251	13039
1818	130327	12968
1819	130397	12896
1820	130464	12824
1821	130529	12752
1822	130599	12680
1823	130669	12608
1824	130743	12537
1825	130813	12465
1826	130880	12393
1827	130946	12321
1828	131015	12249
1829	131079	12176
1830	131147	12104
1831	131218	12033
1832	131285	11961
1833	131352	11889
1834	131417	11816
1835	131483	11744
1836	131547	11672
1837	131611	11600
1838	131682	11528
1839	131755	11457
1840	131827	11385
1841	131896	11313
1842	131966	11241
1843	132031	11169
1844	132096	11097
1845	132162	11025
1846	132229	10953
1847	132294	10881
1848	132361	10809
1849	132428	10737
1850	132498	10665
1851	132563	10593
1852	132631	10521
1853	132701	10450
1854	132778	10378
1855	132843	10306
1856	132911	10234
1857	132978	10163
1858	133045	10091
1859	133113	10019
1860	133179	9947
1861	133248	9875
1862	133319	9803
1863	133388	9732
1864	133455	9660
1865	133527	9588
1866	133596	9517
1867	133671	9445
1868	133742	9374
1869	133806	9302
1870	133877	9230
1871	133941	9158
1872	134011	9086
1873	134080	9015
1874	134147	8943
1875	134212	8871
1876	134280	8799
1877	134348	8727
1878	134414	8655
1879	134479	8583
1880	134544	8511
1881	134611	8440
1882	134680	8368
1883	134762	8297
1884	134833	8225
1885	134899	8154
1886	134971	8082
1887	135035	8010
1888	135107	7939
1889	135176	7867
1890	135243	7795
1891	135310	7723
1892	135375	7651
1893	135442	7580
1894	135508	7508
1895	135576	7436
1896	135645	7365
1897	135722	7293
1898	135787	7221
1899	135858	7150
1900	135925	7078
1901	135993	7007
1902	136063	6935
1903	136130	6863
1904	136197	6792
1905	136267	6720
1906	136335	6648
1907	136405	6577
1908	136472	6505
1909	136541	6433
1910	136623	6362
1911	136693	6291
1912	136772	6220
1913	136838	6148
1914	136906	6076
1915	136970	6004
1916	137041	5933
1917	137110	5861
1918	137177	5790
1919	137243	5718
1920	137308	5646
1921	137373	5574
1922	137442	5503
1923	137509	5431
1924	137575	5360
1925	137641	5288
1926	137716	5217
1927	137787	5145
1928	137855	5074
1929	137919	5002
1930	137983	4930
1931	138056	4859
1932	138122	4787
1933	138191	4715
1934	138258	4644
1935	138329	4572
1936	138395	4501
1937	138458	4429
1938	138526	4357
1939	138595	4286
1940	138665	4214
1941	138743	4143
1942	138815	4072
1943	138883	4000
1944	138952	3929
1945	139020	3857
1946	139087	3786
1947	139157	3714
1948	139226	3643
1949	139296	3571
1950	139363	3500
1951	139430	3428
1952	139496	3357
1953	139563	3285
1954	139642	3214
1955	139717	3142
1956	139790	3071
1957	139861	3000
1958	139929	2928
1959	140001	2857
1960	140068	2785
1961	140138	2714
1962	140206	2642
1963	140274	2571
1964	140342	2499
1965	140409	2428
1966	140476	2356
1967	140547	2285
1968	140622	2213
1969	140692	2142
1970	140771	2071
1971	140838	1999
1972	140902	1928
1973	140972	1856
1974	141045	1785
1975	141112	1713
1976	141179	1642
1977	141247	1571
1978	141315	1499
1979	141384	1428
1980	141452	1356
1981	141520	1285
1982	141590	1213
1983	141662	1142
1984	141744	1071
1985	141811	999
1986	141881	928
1987	141950	856
1988	142022	785
1989	142096	714
1990	142165	642
1991	142234	571
1992	142305	499
1993	142374	428
1994	142443	357
1995	142513	285
1996	142577	214
1997	142647	142
1998	142719	71
1999	142792	0
