iter	Passed	Remaining
1258	91911	54095
1259	91981	54020
1260	92046	53943
1261	92111	53865
1262	92178	53789
1263	92246	53713
1264	92312	53636
1265	92379	53559
1266	92444	53481
1267	92508	53404
1268	92579	53329
1269	92649	53255
1270	92720	53181
1271	92795	53109
1272	92872	53038
1273	92942	52963
1274	93009	52887
1275	93078	52812
1276	93149	52738
1277	93216	52662
1278	93281	52584
1279	93351	52510
1280	93417	52433
1281	93484	52357
1282	93552	52281
1283	93627	52209
1284	93694	52133
1285	93765	52059
1286	93839	51987
1287	93910	51913
1288	93975	51835
1289	94043	51760
1290	94109	51683
1291	94177	51607
1292	94247	51533
1293	94320	51460
1294	94384	51383
1295	94452	51307
1296	94520	51232
1297	94585	51154
1298	94655	51080
1299	94720	51003
1300	94795	50931
1301	94866	50857
1302	94934	50782
1303	95003	50707
1304	95073	50632
1305	95140	50557
1306	95209	50482
1307	95280	50408
1308	95352	50335
1309	95421	50260
1310	95490	50185
1311	95560	50110
1312	95630	50036
1313	95697	49960
1314	95765	49885
1315	95841	49814
1316	95912	49740
1317	95980	49664
1318	96047	49589
1319	96115	49513
1320	96186	49440
1321	96253	49364
1322	96331	49294
1323	96400	49219
1324	96469	49144
1325	96538	49070
1326	96618	49000
1327	96695	48930
1328	96765	48856
1329	96836	48782
1330	96902	48706
1331	96970	48631
1332	97037	48555
1333	97100	48477
1334	97167	48402
1335	97235	48326
1336	97303	48251
1337	97371	48176
1338	97477	48119
1339	97542	48043
1340	97609	47967
1341	97677	47892
1342	97745	47817
1343	97815	47743
1344	97882	47667
1345	97951	47592
1346	98017	47516
1347	98087	47442
1348	98157	47369
1349	98223	47292
1350	98287	47215
1351	98354	47140
1352	98425	47066
1353	98489	46989
1354	98553	46913
1355	98619	46837
1356	98687	46761
1357	98756	46687
1358	98829	46615
1359	98897	46539
1360	98966	46465
1361	99036	46391
1362	99105	46316
1363	99175	46243
1364	99244	46168
1365	99310	46093
1366	99386	46021
1367	99453	45946
1368	99521	45871
1369	99586	45795
1370	99652	45719
1371	99722	45645
1372	99793	45572
1373	99862	45497
1374	99930	45422
1375	99999	45348
1376	100016	45250
1377	100083	45175
1378	100153	45101
1379	100224	45028
1380	100295	44955
1381	100366	44881
1382	100434	44807
1383	100505	44733
1384	100574	44659
1385	100640	44583
1386	100712	44510
1387	100790	44440
1388	100859	44366
1389	100926	44291
1390	100995	44217
1391	101064	44142
1392	101135	44069
1393	101203	43995
1394	101269	43919
1395	101336	43844
1396	101403	43769
1397	101469	43694
1398	101537	43619
1399	101605	43545
1400	101674	43470
1401	101743	43397
1402	101816	43324
1403	101882	43249
1404	101952	43175
1405	102018	43100
1406	102080	43023
1407	102149	42949
1408	102216	42874
1409	102283	42799
1410	102351	42725
1411	102418	42650
1412	102485	42575
1413	102554	42501
1414	102624	42427
1415	102695	42354
1416	102762	42279
1417	102834	42207
1418	102900	42131
1419	102967	42057
1420	102989	41964
1421	103056	41889
1422	103129	41816
1423	103196	41742
1424	103265	41668
1425	103330	41592
1426	103395	41517
1427	103463	41443
1428	103529	41368
1429	103599	41294
1430	103674	41223
1431	103743	41149
1432	103823	41080
1433	103890	41005
1434	103957	40930
1435	104023	40856
1436	104090	40781
1437	104161	40708
1438	104233	40635
1439	104300	40561
1440	104369	40487
1441	104438	40413
1442	104505	40339
1443	104574	40265
1444	104642	40191
1445	104710	40117
1446	104787	40046
1447	104858	39973
1448	104926	39899
1449	104996	39826
1450	105067	39753
1451	105135	39679
1452	105210	39607
1453	105275	39532
1454	105337	39456
1455	105407	39382
1456	105473	39308
1457	105541	39234
1458	105609	39160
1459	105681	39087
1460	105750	39013
1461	105825	38942
1462	105896	38869
1463	105966	38796
1464	106032	38721
1465	106099	38647
1466	106170	38574
1467	106237	38500
1468	106306	38426
1469	106374	38352
1470	106442	38278
1471	106509	38204
1472	106542	38118
1473	106625	38049
1474	106694	37976
1475	106759	37901
1476	106830	37828
1477	106897	37754
1478	106965	37680
1479	107034	37606
1480	107103	37533
1481	107171	37459
1482	107239	37385
1483	107305	37311
1484	107373	37237
1485	107441	37163
1486	107508	37089
1487	107578	37016
1488	107652	36944
1489	107725	36872
1490	107784	36795
1491	107850	36721
1492	107915	36646
1493	107987	36574
1494	108056	36500
1495	108127	36427
1496	108192	36353
1497	108259	36279
1498	108329	36206
1499	108397	36132
1500	108464	36058
1501	108533	35985
1502	108601	35911
1503	108687	35843
1504	108781	35778
1505	108853	35706
1506	108924	35633
1507	108994	35560
1508	109063	35487
1509	109134	35414
1510	109205	35341
1511	109274	35268
1512	109341	35194
1513	109407	35120
1514	109478	35047
1515	109548	34974
1516	109615	34900
1517	109683	34827
1518	109757	34755
1519	109833	34684
1520	109900	34610
1521	109967	34536
1522	110036	34463
1523	110106	34390
1524	110178	34317
1525	110249	34245
1526	110316	34171
1527	110383	34097
1528	110448	34023
1529	110517	33949
1530	110585	33876
1531	110651	33802
1532	110719	33728
1533	110788	33655
1534	110858	33582
1535	110927	33509
1536	110996	33436
1537	111063	33362
1538	111133	33289
1539	111200	33215
1540	111265	33141
1541	111332	33067
1542	111400	32994
1543	111471	32921
1544	111541	32848
1545	111610	32775
1546	111676	32701
1547	111745	32628
1548	111820	32557
1549	111885	32482
1550	111951	32408
1551	111973	32322
1552	112038	32247
1553	112109	32175
1554	112173	32101
1555	112239	32027
1556	112303	31952
1557	112372	31879
1558	112435	31805
1559	112501	31731
1560	112570	31658
1561	112640	31585
1562	112711	31513
1563	112782	31440
1564	112846	31366
1565	112908	31291
1566	112978	31218
1567	113055	31147
1568	113124	31074
1569	113191	31001
1570	113255	30927
1571	113322	30853
1572	113396	30782
1573	113460	30707
1574	113528	30634
1575	113596	30561
1576	113668	30489
1577	113740	30417
1578	113822	30347
1579	113890	30274
1580	113957	30201
1581	114025	30128
1582	114095	30055
1583	114168	29983
1584	114237	29910
1585	114305	29837
1586	114369	29763
1587	114437	29690
1588	114504	29616
1589	114573	29544
1590	114639	29470
1591	114715	29399
1592	114786	29327
1593	114856	29254
1594	114922	29180
1595	114988	29107
1596	115054	29033
1597	115121	28960
1598	115191	28887
1599	115258	28814
1600	115328	28742
1601	115398	28669
1602	115466	28596
1603	115533	28523
1604	115601	28450
1605	115667	28376
1606	115741	28305
1607	115811	28232
1608	115876	28158
1609	115947	28086
1610	116023	28015
1611	116096	27943
1612	116169	27871
1613	116241	27799
1614	116308	27726
1615	116374	27653
1616	116440	27579
1617	116504	27506
1618	116577	27434
1619	116659	27364
1620	116733	27293
1621	116808	27221
1622	116879	27149
1623	116941	27075
1624	117006	27001
1625	117074	26928
1626	117143	26855
1627	117211	26783
1628	117279	26710
1629	117345	26636
1630	117412	26563
1631	117479	26490
1632	117546	26417
1633	117615	26344
1634	117683	26271
1635	117759	26200
1636	117822	26126
1637	117887	26053
1638	117955	25980
1639	118024	25907
1640	118090	25834
1641	118159	25762
1642	118224	25688
1643	118290	25615
1644	118360	25542
1645	118427	25469
1646	118496	25397
1647	118563	25324
1648	118628	25250
1649	118703	25179
1650	118770	25106
1651	118840	25034
1652	118908	24961
1653	118977	24888
1654	119045	24816
1655	119115	24743
1656	119186	24671
1657	119252	24598
1658	119324	24526
1659	119392	24453
1660	119459	24380
