iter	CrossEntropy
1511	0.174808203
1512	0.1747676101
1513	0.1747444648
1514	0.1746647351
1515	0.1745831387
1516	0.1745209564
1517	0.1744437065
1518	0.1743554229
1519	0.1742828517
1520	0.1742011592
1521	0.1741517256
1522	0.174140665
1523	0.1740737652
1524	0.173941748
1525	0.1738905888
1526	0.173840912
1527	0.1737777939
1528	0.1737144093
1529	0.1736293628
1530	0.1735908545
1531	0.1735562889
1532	0.1734879759
1533	0.1734481289
1534	0.1733824347
1535	0.173293652
1536	0.1732407894
1537	0.1731684938
1538	0.1730197987
1539	0.1729507829
1540	0.172911166
1541	0.1728770855
1542	0.1728103324
1543	0.1727015723
1544	0.1726218359
1545	0.1725472557
1546	0.1725070702
1547	0.1724659902
1548	0.1724127148
1549	0.1723744256
1550	0.1723117513
1551	0.1723034182
1552	0.1722640335
1553	0.1722020775
1554	0.1721726013
1555	0.1721267146
1556	0.1720688115
1557	0.1719795304
1558	0.1719790661
1559	0.171937148
1560	0.1718566476
1561	0.1717404755
1562	0.1717000672
1563	0.1716361811
1564	0.1716335694
1565	0.171609397
1566	0.1715347578
1567	0.1714812191
1568	0.1714069968
1569	0.1713759765
1570	0.1713237732
1571	0.1712690262
1572	0.1711003839
1573	0.1710501756
1574	0.1709909434
1575	0.1709445143
1576	0.1708726866
1577	0.1707736529
1578	0.1707445979
1579	0.1706510924
1580	0.1705922205
1581	0.1705300354
1582	0.1704499196
1583	0.170361927
1584	0.170324069
1585	0.1702629094
1586	0.1702166867
1587	0.1701369596
1588	0.1700623401
1589	0.170019036
1590	0.1699304314
1591	0.1698815045
1592	0.1698254473
1593	0.1697883657
1594	0.1697392734
1595	0.1696885882
1596	0.169650507
1597	0.1696049644
1598	0.1695332017
1599	0.1694769752
1600	0.1693752705
1601	0.1692729898
1602	0.1692152722
1603	0.1691737368
1604	0.1691296616
1605	0.1691002344
1606	0.169041167
1607	0.1690105955
1608	0.1689477488
1609	0.1688704809
1610	0.1687488173
1611	0.1686891517
1612	0.1685535186
1613	0.1684670374
1614	0.1684175589
1615	0.1684111424
1616	0.1683586197
1617	0.1683047443
1618	0.1682235218
1619	0.1681550093
1620	0.1680694222
1621	0.1680023598
1622	0.1679151929
1623	0.1678803997
1624	0.1678418164
1625	0.167785997
1626	0.1677312972
1627	0.1676621548
1628	0.1676082446
1629	0.16754674
1630	0.1675145821
1631	0.1674562792
1632	0.1674152428
1633	0.1673474114
1634	0.1672841349
1635	0.1672100968
1636	0.1672073043
1637	0.1671953452
1638	0.167139844
1639	0.1670625393
1640	0.1670182394
1641	0.1669346914
1642	0.166896177
1643	0.1668689458
1644	0.1668146461
1645	0.1667587017
1646	0.1667067668
1647	0.1666527226
1648	0.1666015555
1649	0.1665297548
1650	0.1664862348
1651	0.166440115
1652	0.1663768323
1653	0.1663071383
1654	0.1662568561
1655	0.1661989717
1656	0.1661130814
1657	0.166087101
1658	0.1660013684
1659	0.1659405299
1660	0.1658998751
1661	0.1658384238
1662	0.1657201712
1663	0.1656825513
1664	0.1656263891
1665	0.1655824858
1666	0.1655282128
1667	0.1654434548
1668	0.1653644493
1669	0.1653147398
1670	0.16528137
1671	0.165179461
1672	0.1651273507
1673	0.1650700922
1674	0.165046888
1675	0.1649852368
1676	0.1649390765
1677	0.164817124
1678	0.1647198129
1679	0.1646957796
1680	0.1646433218
1681	0.1646145608
1682	0.1645739739
1683	0.1645252683
1684	0.164484022
1685	0.1644112042
1686	0.1643203052
1687	0.1642776564
1688	0.164230642
1689	0.1641706637
1690	0.1641388632
1691	0.1640560935
1692	0.1640005184
1693	0.1639643818
1694	0.1639529158
1695	0.163905782
1696	0.1638479402
1697	0.1637638563
1698	0.1637225809
1699	0.1636821488
1700	0.1636319464
1701	0.1635972295
1702	0.1635639937
1703	0.1635279583
1704	0.1634086081
1705	0.1633669998
1706	0.1633211836
1707	0.1632750403
1708	0.1631988963
1709	0.1631507959
1710	0.1631156983
1711	0.1630757236
1712	0.1630424815
1713	0.162986447
1714	0.1629161579
1715	0.1628414442
1716	0.162757213
1717	0.1627134861
1718	0.1626651651
1719	0.1626203988
1720	0.1625466445
1721	0.1624873138
1722	0.1624305923
1723	0.162374327
1724	0.162312315
1725	0.1623091381
1726	0.1622640757
1727	0.1622070419
1728	0.1621704023
1729	0.1620866806
1730	0.1620294637
1731	0.1619506059
1732	0.161884409
1733	0.1618150201
1734	0.1617736157
1735	0.1616704931
1736	0.1615769518
1737	0.1615426168
1738	0.1614558213
1739	0.1614226109
1740	0.161333181
1741	0.1613053004
1742	0.1612727494
1743	0.1612245632
1744	0.1611782577
1745	0.1611768342
1746	0.1610819644
1747	0.1609864612
1748	0.1609420449
1749	0.1608818005
1750	0.1608250362
1751	0.1607565535
1752	0.1606874864
1753	0.1606457107
1754	0.1605848467
1755	0.1604822026
1756	0.160389748
1757	0.1603372844
1758	0.1602338293
1759	0.1601348162
1760	0.1600849709
1761	0.1599972477
1762	0.1599951513
1763	0.1599505966
1764	0.15988494
1765	0.1598016961
1766	0.1597153208
1767	0.1597130504
1768	0.1596674996
1769	0.1595905325
1770	0.1595343669
1771	0.1594772173
1772	0.1593905055
1773	0.159305021
1774	0.1592246323
1775	0.1591413707
1776	0.1590613638
1777	0.1589615031
1778	0.1589042058
1779	0.1588878148
1780	0.158840764
1781	0.1588032087
1782	0.1586979228
1783	0.1586065781
1784	0.1585517882
1785	0.1585040336
1786	0.1584177025
1787	0.1583559922
1788	0.1583086132
1789	0.1582496099
1790	0.1581893289
1791	0.1581878003
1792	0.1581585357
1793	0.1581066005
1794	0.1580418388
1795	0.1579428421
1796	0.1578724775
1797	0.157801008
1798	0.1577574025
1799	0.1577163235
1800	0.1576260694
1801	0.1575872395
1802	0.1575333232
1803	0.1574846623
1804	0.1574361755
1805	0.1573666968
1806	0.1573038561
1807	0.1572211813
1808	0.1571780011
1809	0.1571045197
1810	0.1570290797
1811	0.1569379391
1812	0.1568613432
1813	0.156774793
1814	0.1566953611
1815	0.1566367202
1816	0.1565729485
1817	0.1565135772
1818	0.1564235963
1819	0.1563338452
1820	0.156275612
1821	0.1562445413
1822	0.1561741157
1823	0.1561339624
1824	0.1561101574
1825	0.1560572745
1826	0.1560214544
1827	0.1559860721
1828	0.1559371026
1829	0.1559339028
1830	0.1558780233
1831	0.1558232524
1832	0.1557838232
1833	0.1557338777
1834	0.1557049838
1835	0.1556495833
1836	0.1555846379
1837	0.1555769583
1838	0.1555040466
1839	0.155439654
1840	0.1553671888
1841	0.1552966609
1842	0.1552310454
1843	0.1552055917
1844	0.1551634159
1845	0.1551173125
1846	0.1550770779
1847	0.1550517435
1848	0.1550510697
1849	0.1550104818
1850	0.1549326213
1851	0.1548838402
1852	0.1548048089
1853	0.1547339992
1854	0.1546719984
1855	0.1546582453
1856	0.1546266492
1857	0.1545958415
1858	0.1545453675
1859	0.1544887974
1860	0.1544196842
1861	0.1543557433
1862	0.154287788
1863	0.1542317966
1864	0.1541689928
1865	0.1540946801
1866	0.1540136178
1867	0.1539625324
1868	0.1539573498
1869	0.1539544301
1870	0.1538663072
1871	0.1538650451
1872	0.1538240678
1873	0.1537640797
1874	0.1537108451
1875	0.1536863905
1876	0.1536455456
1877	0.1535513367
1878	0.1534775524
1879	0.1534762505
1880	0.1534746101
1881	0.1534385459
1882	0.1534061642
1883	0.1533060536
1884	0.1532399478
1885	0.1531959188
1886	0.1531338261
1887	0.1531225172
1888	0.1530601646
1889	0.153002838
1890	0.1529782831
1891	0.1529548345
1892	0.152953686
1893	0.1529126626
1894	0.1528634078
1895	0.1528631274
1896	0.1528039656
1897	0.1527806102
1898	0.1527795386
1899	0.1527056661
1900	0.152652508
1901	0.1525957941
1902	0.152541898
1903	0.1525062207
1904	0.1524468088
1905	0.1523818249
1906	0.1523302298
1907	0.1522548009
1908	0.1522243076
1909	0.1521578464
1910	0.1521264808
1911	0.1520841638
1912	0.1520481493
1913	0.1520205657
1914	0.1519399917
1915	0.1518954287
1916	0.1518401106
1917	0.1517945583
1918	0.1517694654
1919	0.1517213011
1920	0.151698437
1921	0.1516426016
1922	0.15159486
1923	0.1515776285
1924	0.1515409984
1925	0.1515196034
1926	0.1514614519
1927	0.1513750742
1928	0.1513148182
1929	0.1512608001
1930	0.1512244385
1931	0.1511533836
1932	0.1511214112
1933	0.1510759905
1934	0.1510328283
1935	0.1509371471
1936	0.1508838976
1937	0.1508689948
1938	0.1508286676
1939	0.1507662815
1940	0.1507322891
1941	0.1506864985
1942	0.1506320597
1943	0.1505912173
1944	0.1505259787
1945	0.1504749955
1946	0.1504415099
1947	0.1504041116
1948	0.1503527702
1949	0.1502879247
1950	0.1502549109
1951	0.1502132917
1952	0.1502008652
1953	0.1501422675
1954	0.1500977142
1955	0.150059181
1956	0.1499936696
1957	0.1499352598
1958	0.1498739463
1959	0.1497600301
1960	0.149717648
1961	0.1496524814
1962	0.1496028643
1963	0.1495478797
1964	0.1494872706
1965	0.1494519131
1966	0.1494237625
1967	0.1493560927
1968	0.1492728771
1969	0.1492068114
1970	0.1491450221
1971	0.149114459
1972	0.1490988002
1973	0.1490585717
1974	0.1489888976
1975	0.1489388119
1976	0.1489012041
1977	0.1488287764
1978	0.1487611227
1979	0.1487209661
1980	0.148678234
1981	0.1486240146
1982	0.1485409072
1983	0.1484912651
1984	0.1483972728
1985	0.1483402896
1986	0.1482689782
1987	0.1481957684
1988	0.1481334883
1989	0.1480720276
1990	0.1480038301
1991	0.1479496994
1992	0.1478655536
1993	0.1478280146
1994	0.1477635532
1995	0.1477035759
1996	0.1476828069
1997	0.14765727
1998	0.1476032145
1999	0.1475368554
