iter	CrossEntropy
493	0.2699702833
494	0.2699470028
495	0.2697335773
496	0.2696321581
497	0.2694129567
498	0.2693153587
499	0.2691458215
500	0.2689559541
501	0.2687777237
502	0.2685622918
503	0.2684645643
504	0.2683192017
505	0.2682410314
506	0.2681399806
507	0.2680405555
508	0.2678487754
509	0.2676872129
510	0.267545478
511	0.2674619505
512	0.2673971804
513	0.2672315819
514	0.2670600849
515	0.2669069912
516	0.2667739991
517	0.2666186662
518	0.2663946403
519	0.2662862014
520	0.2661635539
521	0.2660310912
522	0.2658031666
523	0.2657079126
524	0.2655993432
525	0.2654633995
526	0.2652970586
527	0.2651373834
528	0.2649879275
529	0.2648696336
530	0.2647064833
531	0.2645977391
532	0.2644707806
533	0.2642982275
534	0.2641720359
535	0.2641496484
536	0.2640488292
537	0.2639298754
538	0.2638324675
539	0.2638090545
540	0.2636432008
541	0.26347418
542	0.2633361596
543	0.2632385911
544	0.2631466301
545	0.2629792308
546	0.2627343637
547	0.262654319
548	0.2624754046
549	0.2623528757
550	0.2622001309
551	0.2620733662
552	0.2619333828
553	0.2617247067
554	0.2615541529
555	0.2614645739
556	0.2612945945
557	0.2612327078
558	0.2611537148
559	0.2609686518
560	0.2608664415
561	0.260683976
562	0.2606164453
563	0.2604482737
564	0.260350688
565	0.2601661808
566	0.2599479684
567	0.2598566078
568	0.2597162488
569	0.2596155842
570	0.2594947382
571	0.2593751443
572	0.2592712414
573	0.2590786276
574	0.2588669257
575	0.258668586
576	0.2585357755
577	0.2584198125
578	0.2582458753
579	0.2581252826
580	0.2581061737
581	0.2579879693
582	0.2578868965
583	0.257808671
584	0.2577160067
585	0.2575898113
586	0.2574862158
587	0.2573627206
588	0.2572554462
589	0.2570904225
590	0.2569799244
591	0.2568683411
592	0.2568115157
593	0.2567256201
594	0.2565701346
595	0.2564618372
596	0.2563885953
597	0.2563694283
598	0.2561978843
599	0.2560780936
600	0.2559576784
601	0.2558472193
602	0.2557015944
603	0.2556064585
604	0.2554930999
605	0.2553256779
606	0.255185344
607	0.2550518793
608	0.2550133755
609	0.2548588475
610	0.2547490355
611	0.2546341387
612	0.2545038798
613	0.2543088823
614	0.2541462271
615	0.253999197
616	0.2538853888
617	0.2537695319
618	0.2536508923
619	0.2535863088
620	0.2534319317
621	0.2533399106
622	0.2532232711
623	0.2531242909
624	0.252973713
625	0.2528390177
626	0.2526872583
627	0.2525460284
628	0.2524346153
629	0.2522380956
630	0.2520220072
631	0.2519550993
632	0.2518341914
633	0.2516856789
634	0.2515841854
635	0.2514258245
636	0.2512488401
637	0.2511861963
638	0.251052073
639	0.2509271155
640	0.2508616612
641	0.2507734105
642	0.2506049197
643	0.2504999393
644	0.2504354522
645	0.2503742007
646	0.2502120769
647	0.2501017885
648	0.2500315644
649	0.2499292435
650	0.2498321849
651	0.24971098
652	0.2495398153
653	0.2494148263
654	0.2493373168
655	0.2492403389
656	0.2491105706
657	0.2490030039
658	0.2489254588
659	0.2488038659
660	0.2487110931
661	0.248624525
662	0.2484435402
663	0.248387963
664	0.2482973417
665	0.2480608652
666	0.2479383251
667	0.2478524735
668	0.247785715
669	0.24775668
670	0.2475960359
671	0.2474814909
672	0.2473839876
673	0.2472654186
674	0.2471957879
675	0.2471138149
676	0.246984993
677	0.2468564424
678	0.2467592755
679	0.246633244
680	0.2464827448
681	0.2464013092
682	0.246199737
683	0.2461272033
684	0.2459647324
685	0.2458648121
686	0.2456709139
687	0.2456073081
688	0.2454730773
689	0.2453994208
690	0.2452913178
691	0.2451818915
692	0.2450754953
693	0.2449021148
694	0.2447767584
695	0.2447030327
696	0.2446253936
697	0.2445615689
698	0.2444174823
699	0.2443536296
700	0.2441932351
701	0.2440594811
702	0.2438808974
703	0.2437475436
704	0.2436557314
705	0.243487349
706	0.2433791584
707	0.2432601526
708	0.2431430814
709	0.2430383488
710	0.2428901123
711	0.2427539233
712	0.2426469909
713	0.2424958669
714	0.2424221952
715	0.2423085845
716	0.2422095349
717	0.2421111203
718	0.2420026639
719	0.2419052977
720	0.2418392471
721	0.2417366817
722	0.2416370842
723	0.2415144787
724	0.241375423
725	0.2412811592
726	0.2411104669
727	0.2409364696
728	0.2408350491
729	0.2406869711
730	0.2405643648
731	0.240387521
732	0.2402422955
733	0.2400816033
734	0.2399642703
735	0.2398077123
736	0.2397165646
737	0.2396316185
738	0.2395010369
739	0.2393447211
740	0.239211081
741	0.2390632845
742	0.2389343991
743	0.2388659734
744	0.238764362
745	0.2387261433
746	0.2386579217
747	0.2385351066
748	0.2384370604
749	0.2383453343
750	0.2382694062
751	0.2381534257
752	0.2379949185
753	0.2378907688
754	0.2377970891
755	0.2377209844
756	0.2376603578
757	0.2375804177
758	0.2374931628
759	0.2373669936
760	0.2372702308
761	0.2372033983
762	0.2371061145
763	0.2369973505
764	0.2369219326
765	0.2368543353
766	0.2367479606
767	0.2365895758
768	0.2364901114
769	0.2364204866
770	0.2363588589
771	0.2362216321
772	0.2360940283
773	0.2359971204
774	0.235914022
775	0.2358357496
776	0.2357809342
777	0.2356428873
778	0.2355856191
779	0.2354722616
780	0.2353721114
781	0.235250166
782	0.2351337939
783	0.2349888454
784	0.2348904826
785	0.2348025805
786	0.2346642551
787	0.2345684306
788	0.2344728592
789	0.234374386
790	0.2342792813
791	0.2342106516
792	0.2340356278
793	0.2339121389
794	0.2338332751
795	0.2337038243
796	0.2336130938
797	0.233522065
798	0.2334691739
799	0.2333393692
800	0.2332642468
801	0.2331697041
802	0.2330488908
803	0.2329831711
804	0.2328327625
805	0.2327346021
806	0.2326577923
807	0.2325789304
808	0.2324656718
809	0.2323281254
810	0.2321715805
811	0.2320280648
812	0.2319035281
813	0.2317990921
814	0.2316558555
815	0.2315847381
816	0.2314703514
817	0.2313700828
818	0.2312220491
819	0.2311674107
820	0.2310147716
821	0.2309363722
822	0.2308693615
823	0.2307695426
824	0.2306977462
825	0.2306000912
826	0.2305467492
827	0.2304773695
828	0.2304037539
829	0.2302537771
830	0.2301816547
831	0.2300350671
832	0.2299254956
833	0.2297890087
834	0.2297000298
835	0.2295840797
836	0.2295013787
837	0.2294282256
838	0.2292826058
839	0.2292258766
840	0.2291243554
841	0.2290108394
842	0.2289207697
843	0.2288792384
844	0.228772196
845	0.22864755
846	0.2285078999
847	0.2283872719
848	0.2283107756
849	0.2281721666
850	0.2280712022
851	0.228019041
852	0.2279107916
853	0.2277870683
854	0.2276119429
855	0.2274962215
856	0.2274041524
857	0.2272328363
858	0.2271375503
859	0.2270121751
860	0.2269564753
861	0.2269166807
862	0.2268723082
863	0.2267996635
864	0.2267185047
865	0.2266375182
866	0.2265393088
867	0.2264492194
868	0.2263059965
869	0.2262485525
870	0.2261375083
871	0.2260159103
872	0.225932809
873	0.2258410323
874	0.2257372189
875	0.2256715562
876	0.22560653
877	0.2255027936
878	0.2254192153
879	0.225302689
880	0.2252256871
881	0.2250940106
882	0.2250219117
883	0.2249487702
884	0.2248869741
885	0.2247622494
886	0.2246408619
887	0.2245775103
888	0.2245143742
889	0.2244713695
890	0.2243273125
891	0.2241940046
892	0.2241084922
893	0.2239812063
894	0.2238932372
895	0.2238186153
896	0.2237416955
897	0.2236517389
898	0.2235380794
899	0.2234596118
900	0.2233474031
901	0.2232900419
902	0.2231945984
903	0.2231380796
904	0.2230519525
905	0.2228814149
906	0.2227665303
907	0.2226989916
908	0.2226404386
909	0.2225073691
910	0.2223645587
911	0.2222715982
912	0.222188816
913	0.222087644
914	0.2219623512
915	0.2219038032
916	0.2218307942
917	0.2217351014
918	0.2216018926
919	0.2214582877
920	0.2214007319
921	0.2213117611
922	0.2212021688
923	0.2211495341
924	0.2210842738
925	0.2209542633
926	0.220868863
927	0.2207810301
928	0.2206994609
929	0.2206466505
930	0.2206144058
931	0.2204216585
932	0.2203311377
933	0.220184587
934	0.2201052383
935	0.2199615863
936	0.2199189374
937	0.2197763176
938	0.2196960004
939	0.2196195983
940	0.2195224813
941	0.219463055
942	0.2193300112
943	0.2192677699
944	0.2191350974
945	0.2190598274
946	0.2189383352
947	0.2188866928
948	0.2188043243
949	0.2187084298
950	0.2186277247
951	0.2185112654
952	0.2184310536
953	0.2183318806
954	0.218212023
955	0.218161964
956	0.2180646725
957	0.2179891979
958	0.217859152
959	0.2177340642
960	0.2176372358
961	0.2175929471
962	0.2175127399
963	0.21738809
964	0.2172970089
965	0.2171373946
966	0.217050564
967	0.2168774853
968	0.2167990577
969	0.216743405
970	0.216667844
971	0.2165951863
972	0.216436683
973	0.2163188612
974	0.2162494527
975	0.2161662577
976	0.2160598997
977	0.215967342
978	0.215896993
979	0.2157923371
980	0.2156830689
981	0.2155563852
982	0.2154906116
983	0.2154375564
984	0.2153647403
985	0.2153076948
986	0.215258023
987	0.2151272197
988	0.2150463987
989	0.2149842296
990	0.2149185202
991	0.2148019165
992	0.2146785596
993	0.2145970521
994	0.2145194148
995	0.2144522154
996	0.2143637291
997	0.2142887102
998	0.2141679188
999	0.2140462476
1000	0.2139972347
1001	0.2139289987
1002	0.2138369214
1003	0.2137214575
1004	0.2136239877
1005	0.2135370927
1006	0.2134698734
1007	0.2133890878
1008	0.2132286556
1009	0.2131741675
1010	0.2130851292
1011	0.2129992634
1012	0.2128956064
1013	0.2128348078
1014	0.2127614144
1015	0.2127292483
1016	0.2126626809
1017	0.2125640544
1018	0.2124572538
1019	0.2123850857
1020	0.212268828
1021	0.2121705843
1022	0.2120779302
1023	0.2119968391
1024	0.2119533328
1025	0.2118393805
1026	0.2117672242
1027	0.2116284313
1028	0.2114925
1029	0.2114169613
1030	0.2113513547
1031	0.2112372959
1032	0.2111913221
1033	0.2110383156
1034	0.2109550485
1035	0.2108100032
1036	0.2107246276
1037	0.2106220623
1038	0.2105280553
1039	0.2104280817
1040	0.2103391805
1041	0.2102362073
1042	0.2101351317
1043	0.2100595684
1044	0.2100471092
1045	0.209970535
1046	0.2098991265
1047	0.2097833462
1048	0.2097426264
1049	0.209680599
1050	0.2095678113
1051	0.209407166
1052	0.2093541253
1053	0.2092987826
1054	0.2092370701
1055	0.2091498536
1056	0.2090355416
1057	0.2089408153
1058	0.2088637635
1059	0.2087472369
1060	0.2087115793
1061	0.208652191
1062	0.2085958374
1063	0.2084654554
1064	0.2083477896
1065	0.2082904367
1066	0.2081715001
1067	0.2080965242
1068	0.2080500507
1069	0.2080047529
1070	0.2079336388
1071	0.2078429918
1072	0.2077822386
1073	0.2076399903
1074	0.2075647083
1075	0.2074656899
1076	0.2073552081
1077	0.2072582304
1078	0.2071853967
1079	0.2071289463
1080	0.2070893097
1081	0.2069574966
1082	0.2068217464
1083	0.2067633644
1084	0.2067207777
1085	0.2065722802
1086	0.2064772948
1087	0.2064010602
1088	0.20630489
1089	0.2062972259
1090	0.2062184402
1091	0.2061618898
1092	0.2060138068
1093	0.2059317954
1094	0.2058515547
1095	0.2056722612
1096	0.2055519956
1097	0.2054771256
1098	0.2053982332
1099	0.2053246437
1100	0.2052829426
1101	0.2052130621
1102	0.2051104779
1103	0.2049599758
1104	0.2048898309
1105	0.2047815736
1106	0.2046727038
1107	0.2045558304
1108	0.2044263028
1109	0.2043138795
1110	0.2042558571
1111	0.2041619044
1112	0.2040762718
1113	0.2039858314
1114	0.2039359035
1115	0.2038763567
1116	0.2038225099
1117	0.2037132351
1118	0.2036354829
1119	0.2035586722
1120	0.2034071358
1121	0.2033237612
1122	0.2032505265
1123	0.203174743
1124	0.2031041319
1125	0.2030330946
1126	0.202933729
1127	0.2028207111
1128	0.2027647737
1129	0.2027144089
1130	0.2026272937
1131	0.2025832663
1132	0.2024592781
1133	0.2023963272
1134	0.2023076228
1135	0.2021984442
1136	0.2021487273
1137	0.2020847041
1138	0.2019436604
1139	0.2018918291
1140	0.2018277311
1141	0.2017639417
1142	0.2015822581
1143	0.2015115803
1144	0.2014333266
1145	0.2013108461
1146	0.2012250545
1147	0.2011812106
1148	0.2010615388
1149	0.200966964
1150	0.2008672454
1151	0.2008551341
1152	0.2008065477
1153	0.2007528009
1154	0.2006890596
1155	0.2006144257
1156	0.2005368622
1157	0.2004256654
1158	0.2003570348
1159	0.2002652843
1160	0.2001762647
1161	0.2001158466
1162	0.2000791549
1163	0.2000430553
1164	0.1999645613
1165	0.1999212413
1166	0.1998205675
1167	0.1997602978
1168	0.1996972222
1169	0.1996321345
1170	0.1996285044
1171	0.1995313212
1172	0.1994604352
1173	0.1994055241
1174	0.1993398794
1175	0.1992271894
1176	0.1991529018
1177	0.1990891029
1178	0.1989652063
1179	0.1989158632
1180	0.1988045555
1181	0.198723241
1182	0.1986596271
1183	0.1986335002
1184	0.1985718906
1185	0.1985260345
1186	0.1984294784
1187	0.1983680968
1188	0.1982687725
1189	0.1981833552
1190	0.1980103937
1191	0.1978922735
1192	0.1978220746
1193	0.1977474308
1194	0.1976574714
1195	0.1976184122
1196	0.1975148416
1197	0.1973756831
1198	0.1972810732
1199	0.1971893593
1200	0.1971088025
1201	0.1970622159
1202	0.1969921998
1203	0.1968777777
1204	0.1968105242
1205	0.1967411875
1206	0.1966888109
1207	0.1966294185
1208	0.1965056596
1209	0.1964073138
1210	0.1963551329
1211	0.1962785044
1212	0.1962058974
1213	0.1961022969
1214	0.1960178918
1215	0.1959179931
1216	0.1958051019
1217	0.195743085
1218	0.195681186
1219	0.1956221663
1220	0.1955342391
1221	0.1954345162
1222	0.195404555
1223	0.1953493562
1224	0.1953048666
1225	0.1952409788
1226	0.195107813
1227	0.1950309026
1228	0.1949359364
1229	0.1948901357
1230	0.1948131716
1231	0.1947793328
1232	0.1946783005
1233	0.1946158172
1234	0.1945490485
1235	0.1944438412
1236	0.1943972022
1237	0.1942667
1238	0.1941646997
1239	0.1941157655
1240	0.1939883272
1241	0.1939537187
1242	0.1938944777
1243	0.1938233806
1244	0.1937632738
1245	0.1937201617
1246	0.1936425512
1247	0.1935358958
1248	0.1934357944
1249	0.1933319108
1250	0.193240654
1251	0.1931863716
1252	0.1931328869
1253	0.1930156743
1254	0.1929238441
1255	0.1928528022
1256	0.1927841249
1257	0.1927123838
1258	0.192621948
1259	0.1925030031
1260	0.1924682823
1261	0.1924211141
1262	0.1923375979
1263	0.1922631216
1264	0.1921656692
1265	0.1921228291
1266	0.192080308
1267	0.1920019384
1268	0.1918822423
1269	0.1918424153
1270	0.191783364
1271	0.1916686472
1272	0.1915547835
1273	0.1914507196
1274	0.1914084272
1275	0.1913478948
1276	0.191273851
1277	0.1912297093
1278	0.1912054342
1279	0.191122945
1280	0.1910867186
1281	0.1910430971
1282	0.1909611559
1283	0.1908685977
1284	0.1908219936
1285	0.1907677916
1286	0.19072123
1287	0.1905902987
1288	0.1905385414
1289	0.1904711616
1290	0.1903977044
1291	0.1903321885
1292	0.1902319754
1293	0.1901407472
1294	0.1901011774
1295	0.1900173676
1296	0.1899254113
1297	0.1898542902
1298	0.1898024203
1299	0.1897521655
1300	0.1896704619
1301	0.1895825368
1302	0.1895255887
1303	0.1893939885
1304	0.1893313435
1305	0.1892674015
1306	0.1892176113
1307	0.1890722111
1308	0.1889389609
1309	0.188874093
1310	0.1888206011
1311	0.1887181021
1312	0.1886616448
1313	0.1885866801
1314	0.1885394696
1315	0.1884375491
1316	0.1883254086
1317	0.1882734449
1318	0.1881589814
1319	0.1880847778
1320	0.1879439516
1321	0.1878931679
1322	0.1878156829
1323	0.187744289
1324	0.187654356
1325	0.1875563611
1326	0.1874765048
1327	0.1874212301
1328	0.1873322472
1329	0.1872810857
1330	0.1872104473
1331	0.1871345071
1332	0.1870329959
1333	0.1870319146
1334	0.1869684471
1335	0.1868772013
1336	0.1867798114
1337	0.1866834386
1338	0.1866199119
1339	0.1865693977
1340	0.1864639051
1341	0.1863978394
1342	0.1863018665
1343	0.1862508606
1344	0.1861816044
1345	0.186093935
1346	0.1860315919
1347	0.1859703292
1348	0.1858795625
1349	0.1857984474
1350	0.1857474536
1351	0.1857076005
1352	0.1856376527
1353	0.185599999
1354	0.1855485806
1355	0.1854887667
1356	0.1854332168
1357	0.1853762991
1358	0.1853141603
1359	0.1852256292
1360	0.1851632916
1361	0.1850680929
1362	0.1849601666
1363	0.1848559724
1364	0.1847965286
1365	0.1847334952
1366	0.1845943295
1367	0.1845461784
1368	0.184484044
1369	0.184435378
1370	0.1843652219
1371	0.1842972552
1372	0.1842361791
1373	0.1841810401
1374	0.1841129233
1375	0.1840296438
1376	0.1840265548
1377	0.1839867563
1378	0.1839044229
1379	0.1837982939
1380	0.183725624
1381	0.1836171981
1382	0.1835329218
1383	0.1834606238
1384	0.1833632916
1385	0.1833238768
1386	0.1832487884
1387	0.1831715015
1388	0.1831305021
1389	0.1830430392
1390	0.1829688479
1391	0.1828773873
1392	0.1827929423
1393	0.182682695
1394	0.182617255
1395	0.1825445313
1396	0.1825123639
1397	0.1824810135
1398	0.182405812
1399	0.1823634363
1400	0.1822415365
1401	0.1821548369
1402	0.1820715501
1403	0.182037117
1404	0.1819705298
1405	0.1819027631
1406	0.181899759
1407	0.1818076842
1408	0.1817576351
1409	0.181696903
1410	0.18168528
1411	0.1815968967
1412	0.1815142686
1413	0.181454326
1414	0.1814010527
1415	0.181336033
1416	0.1812824572
1417	0.1812540986
1418	0.1811722604
1419	0.1811099593
1420	0.1811011454
1421	0.181033136
1422	0.1809782124
1423	0.1808941686
1424	0.1808000287
1425	0.1807511686
1426	0.1807100486
1427	0.1806168498
1428	0.1805678549
1429	0.180487261
1430	0.1803751196
1431	0.1803252519
1432	0.1802294666
1433	0.1801752487
1434	0.1801056286
1435	0.1800411183
1436	0.1799674508
1437	0.1798498671
1438	0.1798017069
1439	0.1797435501
1440	0.1796612036
1441	0.1795466466
1442	0.1794530444
1443	0.1793725877
1444	0.1793070337
1445	0.1792312242
1446	0.1791702601
1447	0.179072255
1448	0.179004706
1449	0.178892608
1450	0.1787797085
1451	0.1787344139
1452	0.1786832407
1453	0.1786464014
1454	0.1786181631
1455	0.1785306612
1456	0.1784854984
1457	0.1784019067
1458	0.1783475387
1459	0.1782271721
1460	0.1782184765
1461	0.1781713847
1462	0.1780557722
1463	0.1779386495
1464	0.1778650514
1465	0.1778021361
1466	0.1777009617
1467	0.1776127322
1468	0.1775280799
1469	0.1774766515
1470	0.1773831849
1471	0.1773387427
1472	0.177325877
1473	0.1773006229
1474	0.1772994036
1475	0.1772782178
1476	0.1772536924
1477	0.1771973275
1478	0.1771505087
1479	0.1770769542
1480	0.1769815051
1481	0.176909601
1482	0.1768399778
1483	0.1768023248
1484	0.1767229321
1485	0.1766690944
1486	0.1765463269
1487	0.1764463513
1488	0.1763522752
1489	0.1763007522
1490	0.1762819592
1491	0.1762606054
1492	0.1762408478
1493	0.1761704539
1494	0.1760799246
1495	0.1760392984
1496	0.1759888966
1497	0.1758880857
1498	0.1758102321
1499	0.1757388908
1500	0.1756760495
1501	0.1755998462
1502	0.1755540378
1503	0.1754620661
1504	0.1753406722
1505	0.1752618403
1506	0.1751875117
1507	0.1750936654
1508	0.1750203452
1509	0.1749499192
1510	0.1748747698
